t(s),X(m)_A,Y(m)_A,dX/dt(m/s)_A,dY/dt(m/s)_A,X(m)_B,Y(m)_B,dX/dt(m/s)_B,dY/dt(m/s)_B,X(m)_C,Y(m)_C,dX/dt(m/s)_C,dY/dt(m/s)_C,X(m)_D,Y(m)_D,dX/dt(m/s)_D,dY/dt(m/s)_D,X(m)_G,Y(m)_G,dX/dt(m/s)_G,dY/dt(m/s)_G,X(m)_H,Y(m)_H,dX/dt(m/s)_H,dY/dt(m/s)_H,X(m)_I,Y(m)_I,dX/dt(m/s)_I,dY/dt(m/s)_I,X(m)_J,Y(m)_J,dX/dt(m/s)_J,dY/dt(m/s)_J,X(m)_L,Y(m)_L,dX/dt(m/s)_L,dY/dt(m/s)_L,X(m)_M,Y(m)_M,dX/dt(m/s)_M,dY/dt(m/s)_M
18994.2,2946.4636,1816.6222,10.7248,-8.5632,2927.3959999999997,1846.5739,-3.0585,-15.655,2925.5585,1853.1828,-8.6326,-13.7265,2922.6681,1833.8712,-1.7101,-14.7397,2947.8574,1818.5616,10.1978,-8.7787,2920.3892,1852.1729,-4.2951,-14.7994,2931.818,1845.8488,-5.6499,-14.9628,2927.0131,1850.4243,-7.9763,-13.2883,2929.8104,1845.0286,-6.6423,-13.7737,2948.4767,1816.7041,10.8349,-8.8692
18994.4,2948.6443,1814.9925,11.0649,-7.6932,2926.8748,1843.4225,-2.1763,-15.8159,2923.8989,1850.3988,-7.8775,-14.1029,2922.4769,1830.9262,-0.1874,-14.6655,2949.9318,1816.8804,10.5028,-8.011,2919.6532,1849.1823,-3.1097,-15.0539,2930.7988,1842.8201,-4.4981,-15.2942,2925.4684,1847.7368,-7.4306,-13.6052,2928.5795,1842.2574,-5.6426,-13.9353,2950.6941,1815.0191,11.2889,-7.9516
18994.6,2950.8896,1813.5449,11.3604,-6.7537,2926.5255,1840.2475,-1.3262,-15.8896,2922.4074,1847.5416,-6.9625,-14.4593,2922.5931,1828.005,1.3345,-14.5026,2952.0585,1815.3572,10.7282,-7.1882,2919.1454,1846.1514,-2.0468,-15.2161,2930.0188,1839.7311,-3.2821,-15.5651,2924.0409,1844.9822,-6.8082,-13.9506,2927.5534,1839.4545,-4.6071,-14.1243,2952.9922,1813.5234,11.6327,-7.0034
18994.8,2953.1884,1812.291,11.5904,-5.7717,2926.3443,1837.0666,-0.4655,-15.8834,2921.1139,1844.615,-5.9052,-14.7942,2923.0107,1825.1252,2.8101,-14.261,2954.2231,1814.0051,10.8826,-6.3059,2918.8345,1843.0958,-1.1534,-15.3228,2929.4859,1836.5941,-2.0399,-15.7828,2922.7451,1842.1565,-6.1161,-14.2957,2926.7367,1836.6077,-3.5387,-14.3889,2955.3472,1812.2178,11.8566,-6.0695
18995.0,2955.5258,1811.2362,11.7436,-4.7832,2926.3393,1833.8941,0.4577,-15.8203,2920.0454,1841.624,-4.7216,-15.0949,2923.7171,1822.3006,4.2143,-13.9616,2956.4115,1812.8348,10.9624,-5.3934,2918.684,1840.0223,-0.4365,-15.4123,2929.2028,1833.418,-0.7953,-15.9625,2921.5944,1839.2639,-5.3529,-14.5961,2926.1379,1833.6989,-2.4038,-14.7388,2957.7349,1811.0956,11.9708,-5.1786
18995.2,2957.8858,1810.3777,11.819,-3.824,2926.5274,1830.7385,1.4742,-15.7222,2919.2253,1838.5771,-3.4293,-15.3396,2924.6964,1819.5405,5.5383,-13.6209,2958.6081,1811.8478,10.9627,-4.5,2918.6599,1836.9309,0.1358,-15.5021,2929.1678,1830.2091,0.4397,-16.0956,2920.604,1836.3181,-4.51,-14.815,2925.7751,1830.7122,-1.1683,-15.1459,2960.1355,1810.1463,11.9946,-4.3453
18995.4,2960.2534,1809.7066,11.8173,-2.9249,2926.929,1827.6052,2.5753,-15.5942,2918.6737,1835.4881,-2.0555,-15.5045,2925.9325,1816.8523,6.775,-13.2371,2960.7966,1811.0348,10.8865,-3.6696,2918.7383,1833.8214,0.6252,-15.5856,2929.3787,1826.9797,1.6682,-16.1409,2919.7904,1833.3379,-3.577,-14.944,2925.6706,1827.6406,0.1706,-15.5458,2962.5327,1809.3575,11.9415,-3.5764
18995.6,2962.6128,1809.2078,11.7319,-2.1145,2927.5576,1824.5008,3.72,-15.4235,2918.4031,1832.3753,-0.643,-15.5729,2927.4064,1814.2457,7.9083,-12.7903,2962.9627,1810.38,10.7447,-2.9281,2918.9099,1830.6967,1.1104,-15.6421,2929.8351,1823.7528,2.9018,-16.0467,2919.1731,1830.3405,-2.5483,-15.0002,2925.8434,1824.4938,1.5735,-15.8504,2964.9121,1808.7158,11.8142,-2.8729
18995.8,2964.9461,1808.8608,11.552,-1.4138,2928.417,1821.4358,4.8561,-15.1897,2918.4165,1829.259,0.7505,-15.5408,2929.0958,1811.7362,8.9167,-12.2566,2965.0945,1809.8636,10.5446,-2.2883,2919.1825,1827.5646,1.6669,-15.6464,2930.5394,1820.561,4.1426,-15.7856,2918.7711,1827.3378,-1.4252,-14.9975,2926.3,1821.3004,2.9737,-15.9861,2967.2584,1808.2083,11.6121,-2.2287
18996.0,2967.2335,1808.6422,11.2782,-0.8261,2929.5,1818.4249,5.9384,-14.8737,2918.7033,1826.159,2.0653,-15.4165,2930.9731,1809.3431,9.7897,-11.6201,2967.1806,1809.4646,10.2879,-1.7552,2919.5767,1824.4381,2.35,-15.5708,2931.4921,1817.4386,5.3705,-15.3658,2918.6031,1824.3415,-0.2149,-14.9239,2927.0329,1818.0994,4.3026,-15.9378,2969.557,1807.8243,11.3392,-1.6362
18996.2,2969.4574,1808.5304,10.933,-0.3401,2930.7923,1815.4864,6.9391,-14.4624,2919.2426,1823.0924,3.2575,-15.2157,2933.0117,1807.0882,10.5365,-10.8741,2969.2097,1809.1615,9.9847,-1.3185,2920.1225,1821.3363,3.1876,-15.3895,2932.6876,1814.4147,6.5504,-14.8141,2918.6852,1821.3683,1.0752,-14.7495,2928.0211,1814.9253,5.5149,-15.745,2971.7941,1807.5538,11.0063,-1.0944
18996.4,2971.6067,1808.5062,10.5577,0.0534,2932.2756,1812.64,7.8473,-13.9531,2920.0063,1820.0727,4.3189,-14.9511,2935.1877,1804.9934,11.1749,-10.0176,2971.1744,1808.9372,9.6626,-0.9446,2920.8517,1818.2823,4.1806,-15.0839,2934.1123,1811.5129,7.6506,-14.146,2919.0331,1818.4417,2.4395,-14.4576,2929.2388,1811.8014,6.6033,-15.4533,2973.9595,1807.3865,10.6382,-0.6083
18996.6,2973.6804,1808.5517,10.1985,0.356,2933.9312,1809.9051,8.6609,-13.357999999999999,2920.9701,1817.1119,5.2814,-14.6254,2937.4816,1803.0811,11.7132,-9.0548,2973.0747,1808.7837,9.355,-0.5877,2921.7947,1815.3027,5.3105,-14.6427,2935.7479,1808.7563,8.655,-13.3534,2919.661,1815.5852,3.8664,-14.0597,2930.6624,1808.744,7.5934,-15.0638,2976.0494,1807.3105,10.2776,-0.1792
18996.8,2975.6862,1808.6486,9.8924,0.575,2935.74,1807.2968,9.3796,-12.6981,2922.1189,1814.2225,6.2012,-14.2265,2939.873,1801.3715,12.1416,-7.9956,2974.9164,1808.7021,9.0838,-0.2185,2922.9759,1812.4252,6.54,-14.0551,2937.5743,1806.1716,9.5559,-12.4234,2920.5797,1812.8178,5.3297,-13.5778,2932.2762,1805.7759,8.5238,-14.5252,2978.0705,1807.3148,9.9722,0.2046
18997.0,2977.6374,1808.7817,9.6569,0.7289,2937.6831,1804.8259,10.0038,-11.9909,2923.4506,1811.4213,7.1316,-13.7255,2942.3383,1799.8829,12.4425,-6.8539,2976.7082,1808.6963,8.8564,0.1554,2924.4107,1809.6807,7.8146,-13.3067,2939.5702,1803.787,10.3426,-11.3659,2921.7928,1810.1541,6.7877,-13.0143,2934.0719,1802.9339,9.4224,-13.7745,2980.0383,1807.3923,9.7489,0.5646
18997.2,2979.5489,1808.9402,9.4876,0.8362,2939.7416,1802.5004,10.5443,-11.2382,2924.9715,1808.7323,8.0977,-13.0805,2944.85,1798.63,12.6061,-5.6484,2978.459,1808.7643,8.6742,0.498,2926.1018,1807.1026,9.0667,-12.392,2941.7113,1801.6252,10.9997,-10.2203,2923.2948,1807.6121,8.1937,-12.3481,2936.0452,1800.2661,10.2894,-12.7873,2981.9701,1807.5407,9.5969,0.9218
18997.4,2981.4325,1809.1162,9.365,0.9094,2941.9008,1800.3306,11.0267,-10.4246,2926.6897,1806.1892,9.0892,-12.2524,2947.3807,1797.6235,12.6403,-4.4112,2980.1779,1808.8955,8.5351,0.7788,2928.0374,1804.7239,10.227,-11.3298,2943.9701,1799.6989,11.5177,-9.034,2925.0703,1805.2149,9.5039,-11.5612,2938.1877,1797.819,11.0955,-11.5985,2983.877,1807.7611,9.4815,1.2896
18997.6,2983.2949,1809.3039,9.2671,0.9773,2944.1522,1798.3306,11.4807,-9.5278,2928.6072,1803.8314,10.0658,-11.2291,2949.9061,1796.8655,12.5665,-3.1992,2981.873,1809.0758,8.4324,0.9968,2930.1926,1802.5706,11.2407,-10.1642,2946.3184,1798.0116,11.9018,-7.8375,2927.0964,1802.9876,10.6777,-10.6628,2940.4834,1795.6267,11.795,-10.289,2985.7627,1808.0565,9.3738,1.6755
18997.8,2985.1393,1809.5071,9.1795,1.1007,2946.4931,1796.5195,11.9238,-8.5302,2930.716,1801.6975,10.9743,-10.0376,2952.4073,1796.3438,12.4129,-2.0878,2983.5508,1809.2942,8.3531,1.1828,2932.5337,1800.6582,12.0785,-8.9488,2948.7308,1796.5639,12.1643,-6.648,2929.3414,1800.9498,11.6721,-9.6825,2942.9057,1793.7034,12.3468,-8.9496,2987.6266,1808.4313,9.269,2.077
18998.0,2986.9667,1809.7442,9.0964,1.3497,2948.9218,1794.9185,12.3491,-7.4334,2932.9969,1799.8163,11.7614,-8.7306,2954.8713,1796.0303,12.2076,-1.1463,2985.2143,1809.5489,8.2757,1.3909,2935.024,1798.9911,12.7382,-7.7265,2951.1841,1795.3524,12.3108,-5.4927,2931.7652,1799.1146,12.4437,-8.6481,2945.4221,1792.0468,12.734,-7.6505,2989.4703,1808.8873,9.1752,2.477
18998.2,2988.7779,1810.047,9.0174,1.7658,2951.4327,1793.5461,12.7241,-6.2723,2935.4206,1798.2053,12.3859,-7.3592,2957.2904,1795.8853,11.9718,-0.4152,2986.8611,1809.8506,8.1637,1.6915,2937.629,1797.5676,13.2351,-6.521,2953.6551,1794.3668,12.3427,-4.4119,2934.3189,1797.4905,12.9667,-7.5778,2947.9993,1790.6432,12.97,-6.4286,2991.2966,1809.4221,9.0912,2.8542
18998.4,2990.5737,1810.4505,8.9474,2.3393,2954.0114,1792.4096,13.0004,-5.1176,2937.9512,1796.8726,12.8224,-5.9602,2959.66,1795.8643,11.7173,0.0985,2988.4797,1810.2255,7.9682,2.1574,2940.318,1796.3828,13.5882,-5.3435,2956.1212,1793.5876,12.2744,-3.4348,2936.9519,1796.0835,13.2531,-6.4887,2950.6101,1789.4754,13.0898,-5.2894,2993.1067,1810.029,8.9995,3.2094
18998.6,2992.3568,1810.9827,8.8961,3.0111,2956.6329,1791.4991,13.1375,-4.0514,2940.5496,1795.8212,13.0593,-4.5652,2961.9773,1795.9247,11.4529,0.4152,2990.0484,1810.7136,7.6546,2.8235,2943.0642,1795.4302,13.8108,-4.2058,2958.5649,1792.9929,12.1413,-2.5664,2939.6201,1794.8951,13.355,-5.4047,2953.2352,1788.5274,13.1314,-4.2248,2994.8964,1810.7058,8.8775,3.5818
18998.8,2994.1322,1811.655,8.8736,3.6835,2959.2664,1790.789,13.1267,-3.1271,2943.1749,1795.0466,13.1017,-3.2181,2964.2412,1796.0304,11.1933,0.5789,2991.5416,1811.3549,7.2377,3.6412,2945.8423,1794.7004,13.9109,-3.1312,2960.9777,1792.5611,11.9818,-1.8057,2942.2939,1793.9216,13.3392,-4.3526,2955.8626,1787.7855,13.1181,-3.2381,2996.6578,1811.4617,8.7162,4.0191
18999.0,2995.9063,1812.4561,8.8799,4.246,2961.8836,1790.2483,12.9939,-2.3471,2945.7902,1794.5339,12.9845,-1.978,2966.4546,1796.1563,10.9613,0.6449,2992.9435,1812.17,6.7923,4.4712,2948.6286,1794.1777,13.8948,-2.1593,2963.3576,1792.2706,11.8118,-1.1601,2944.9558,1793.154,13.252,-3.3541,2958.4825,1787.2322,13.0533,-2.3559,2998.3829,1812.3135,8.5239,4.523
18999.2,2997.6841,1813.3534,8.9027,4.6217,2964.4639,1789.8502,12.7759,-1.6814,2948.3687,1794.2554,12.7792,-0.9003,2968.6257,1796.2883,10.7748,0.6565,2994.2585,1813.1434,6.4209,5.1385,2951.4002,1793.8367,13.7712,-1.3368,2965.7025,1792.097,11.6237,-0.6297,2947.5947,1792.5799,13.1086,-2.4267,2961.084,1786.8431,12.9306,-1.6172,3000.0673,1813.2709,8.3193,5.0232
18999.4,2999.4673,1814.3048,8.9277,4.8055,2966.9939,1789.5757,12.5012,-1.1015,2950.9019,1794.1738,12.5728,-0.0158,2970.7645,1796.4189,10.6361,0.628,2995.5118,1814.2254,6.2001,5.5198,2954.137,1793.643,13.5558,-0.6945,2968.0071,1792.0187,11.4093,-0.19,2950.1992,1792.1833,12.9119,-1.5907,2963.6547,1786.5853,12.7484,-1.0429,3001.7106,1814.3227,8.1249,5.4143
18999.6,3001.2552,1815.2756,8.9549,4.8531,2969.4644,1789.4096,12.1959,-0.5909,2953.3978,1794.249,12.4206,0.6743,2972.8801,1796.5395,10.5378,0.5554,2996.7386,1815.3513,6.1482,5.598,2956.8226,1793.5589,13.2771,-0.2268,2970.2662,1792.021,11.1823,0.1933,2952.7594,1791.9437,12.6748,-0.8716,2966.1834,1786.4259,12.5212,-0.6147,3003.3173,1815.4366,7.9667,5.6298
18999.8,3003.0493,1816.246,9.0037,4.8288,2971.8723,1789.3394,11.8966,-0.1309,2955.8701,1794.4435,12.318,1.1819,2974.9796,1796.641,10.4761,0.4433,2997.9711,1816.4646,6.238,5.443,2959.4479,1793.5523,12.9769,0.1032,2972.48,1792.096,10.9754,0.5399,2955.2691,1791.8347,12.4178,-0.2928,2968.6632,1786.3394,12.2753,-0.2862,3004.8973,1816.5747,7.8712,5.6845
19000.0,3004.8567,1817.2071,9.0982,4.7609,2974.2231,1789.3572,11.642000000000001,0.3116,2958.325,1794.7218,12.223,1.5174,2977.0705,1796.7168,10.4531,0.3175,2999.2338,1817.5285,6.4313,5.1445,2962.0133,1793.6002,12.6991,0.3369,2974.6564,1792.237,10.8166,0.8563,2957.7265,1791.8265,12.1559,0.1324,2971.0935,1786.3115,12.038,-0.0089,3006.4658,1817.7104,7.8542,5.6467
