t(s),X(m)_A,Y(m)_A,dX/dt(m/s)_A,dY/dt(m/s)_A,X(m)_B,Y(m)_B,dX/dt(m/s)_B,dY/dt(m/s)_B,X(m)_C,Y(m)_C,dX/dt(m/s)_C,dY/dt(m/s)_C,X(m)_D,Y(m)_D,dX/dt(m/s)_D,dY/dt(m/s)_D,X(m)_G,Y(m)_G,dX/dt(m/s)_G,dY/dt(m/s)_G,X(m)_H,Y(m)_H,dX/dt(m/s)_H,dY/dt(m/s)_H,X(m)_I,Y(m)_I,dX/dt(m/s)_I,dY/dt(m/s)_I,X(m)_J,Y(m)_J,dX/dt(m/s)_J,dY/dt(m/s)_J,X(m)_L,Y(m)_L,dX/dt(m/s)_L,dY/dt(m/s)_L,X(m)_M,Y(m)_M,dX/dt(m/s)_M,dY/dt(m/s)_M
19026.6,2883.2079,1984.4334,-12.8769,1.2692,2889.2567,1982.6028,-14.3051,0.6449,2891.547,1977.5596,-15.246,-0.32,2892.3482,1972.7614,-14.1395,2.6441,2891.0842,1970.1931,-14.2264,2.0303,2890.3046,1981.943,-14.6745,1.2457,2889.7045,1978.5613,-14.8828,-0.032,2890.5769,1976.8339,-15.4747,2.2874,2890.632,1982.6276,-14.5863,-0.1593,2887.9537,1986.6329,-13.7687,-0.568
19026.8,2880.6272,1984.6628,-12.9067,1.0523,2886.3658,1982.6488,-14.579,0.01,2888.49,1977.4491,-15.3088,-0.7567,2889.4925,1973.209,-14.4205,1.8324,2888.208,1970.5135,-14.5207,1.1771,2887.3488,1982.1486,-14.8819,0.856,2886.7151,1978.5697,-15.0035,0.1697,2887.4711,1977.2496,-15.5773,1.839,2887.6907,1982.5325,-14.7924,-0.7279,2885.1849,1986.4649,-13.9006,-1.086
19027.0,2878.0452,1984.8543,-12.8968,0.8543,2883.4251,1982.6068,-14.7903,-0.2754,2885.4235,1977.2569,-15.3439,-1.1121,2886.58,1973.4943,-14.6947,1.0986,2885.2759,1970.664,-14.7713,0.4123,2884.3518,1982.2854,-15.0703,0.5533,2883.7031,1978.6291,-15.1081,0.4425,2884.346,1977.5695,-15.6653,1.3799,2884.7151,1982.3365,-14.9285,-1.1431,2882.3934,1986.1985,-13.9957,-1.5485
19027.2,2875.4685,1985.0045,-12.8667,0.5771,2880.4496,1982.5387,-14.9285,-0.3311,2882.3524,1977.0043,-15.3603,-1.3425,2883.6146,1973.6484,-14.9359,0.558,2882.2994,1970.6784,-14.9601,-0.1545,2881.3206,1982.37,-15.2143,0.3247,2880.6719,1978.7467,-15.1955,0.7113,2881.205,1977.8016,-15.7336,0.9951,2881.7193,1982.0753,-15.0019,-1.377,2879.5867,1985.8455,-14.0531,-1.9578
19027.4,2872.8985,1985.0852,-12.8453,0.0899,2877.4537,1982.4743,-15.004000000000001,-0.2994,2879.2794,1976.7199,-15.368,-1.4276,2880.6057,1973.7175,-15.1219,0.238,2879.2919,1970.6022,-15.0814,-0.5185,2878.2661,1982.4153,-15.3059,0.1511,2877.6249,1978.9137,-15.2639,0.9146,2878.0525,1977.9676,-15.7744,0.7293,2878.7143,1981.7856,-15.0303,-1.4484,2876.7722,1985.4154,-14.0725,-2.3361
19027.6,2870.3304,1985.0405,-12.8632,-0.7087,2874.448,1982.4189,-15.038,-0.2643,2876.2052,1976.4333,-15.375,-1.3787,2877.5659,1973.7436,-15.2414,0.0913,2876.2669,1970.471,-15.1384,-0.7426,2875.1983,1982.4304,-15.36,0.0118,2874.5663,1979.1125,-15.3088,1.0226,2874.8952,1978.0933,-15.7775,0.5781,2875.7072,1981.4959,-15.0282,-1.4011,2873.9577,1984.9111,-14.0558,-2.7206
19027.8,2867.7533,1984.8017,-12.941,-1.8027,2871.4385,1982.3686,-15.0503,-0.2452,2873.1294,1976.1684,-15.3881,-1.2416,2874.5091,1973.754,-15.2956,0.0503,2873.2365,1970.3051,-15.1447,-0.8904,2872.1221,1982.42,-15.4039,-0.1127,2871.5014,1979.3227,-15.3259,1.0277,2871.7415,1978.1988,-15.7404,0.5009,2872.703,1981.2252,-15.0025,-1.279,2871.1499,1984.3272,-14.0073,-3.1429
19028.0,2865.154,1984.3194,-13.0758,-3.0099,2868.4279,1982.3208,-15.0541,-0.2407,2870.05,1975.9366,-15.4119,-1.0913,2871.4477,1973.7637,-15.293,0.0563,2870.209,1970.1149,-15.1218,-0.9911,2869.0367,1982.3853,-15.4614,-0.2371,2868.4359,1979.5236,-15.3164,0.9134,2868.599,1978.2937,-15.6772,0.4447,2869.7062,1980.9843,-14.9565,-1.1303,2868.3547,1983.6539,-13.9329,-3.6112
19028.2,2862.5229,1983.5977,-13.2409,-4.0503,2865.4169,1982.2723,-15.0565,-0.2609,2866.9646,1975.7319,-15.4459,-1.0105,2868.3919,1973.7766,-15.2439,0.0542,2867.1878,1969.9087,-15.0889,-1.0641,2865.9375,1982.3251,-15.5396,-0.3723,2865.3748,1979.6881,-15.2881,0.6366,2865.4707,1978.3767,-15.6127,0.3567,2866.7204,1980.7731,-14.8976,-1.0235,2865.5767,1982.8827,-13.8383,-4.1186
19028.4,2859.8576,1982.6993,-13.4071,-4.71,2862.4054,1982.2165,-15.061,-0.3305,2863.8716,1975.5324,-15.4809,-1.0641,2865.3501,1973.7854,-15.1589,-0.0339,2864.1735,1969.6892,-15.0503,-1.1557,2862.8209,1982.2364,-15.6227,-0.5329,2862.3207,1979.7782,-15.2544,0.1576,2862.354,1978.4364,-15.5661,0.1876,2863.7472,1980.5749,-14.8386,-1.0324,2862.8194,1982.0065,-13.727,-4.6623
19028.6,2857.1601,1981.7137,-13.5662,-4.963,2859.3925,1982.1401,-15.0703,-0.4858,2860.7722,1975.3062,-15.5059,-1.2842,2862.3283,1973.763,-15.0523,-0.3174,2861.1677,1969.4464,-14.994,-1.346,2859.6884,1982.112,-15.6796,-0.7384,2859.2731,1979.7511,-15.2281,-0.5102,2859.2442,1978.4517,-15.5384,-0.1057,2860.785,1980.3601,-14.792,-1.1891,2860.0859,1981.0178,-13.5982,-5.2418
19028.8,2854.4312,1980.7141,-13.7305,-4.9415,2856.3772,1982.0221,-15.0833,-0.7754,2857.6693,1975.0187,-15.5168,-1.6686,2859.3292,1973.6584,-14.9411,-0.8921,2858.1759,1969.1508,-14.9,-1.7177,2856.549,1981.941,-15.6844,-1.0104,2856.2295,1979.5741,-15.2116,-1.2816,2856.1386,1978.3941,-15.5157,-0.5463,2857.8303,1980.0992,-14.7629,-1.4649,2857.3801,1979.9097,-13.4477,-5.8442
19029.0,2851.6679,1979.7371,-13.9136,-4.8083,2853.3592,1981.83,-15.0902,-1.2556,2854.5655,1974.6388,-15.5175,-2.1863,2856.3518,1973.4062,-14.8386,-1.765,2855.2077,1968.7593,-14.7555,-2.3023,2853.4147,1981.7078,-15.6354,-1.38,2853.1884,1979.2385,-15.1965,-2.0364,2853.038,1978.2332,-15.4849,-1.1226,2854.8798,1979.7742,-14.7485,-1.8033,2854.7068,1978.6801,-13.2726,-6.4463
19029.2,2848.8657,1978.7908,-14.1121,-4.668,2850.3412,1981.5199,-15.0728,-1.9538,2851.4623,1974.1442,-15.5091,-2.7811,2853.3937,1972.9524,-14.7485,-2.8058,2852.2737,1968.2299,-14.5689,-3.0449,2850.2949,1981.389,-15.5534,-1.8856,2850.1509,1978.7595,-15.1753,-2.6862,2849.9446,1977.945,-15.4456,-1.7915,2851.931,1979.3779,-14.7428,-2.1626,2852.0711,1977.3312,-13.0751,-7.0326
19029.4,2846.023,1977.8699,-14.3051,-4.5593,2847.3301,1981.0485,-15.0207,-2.8141,2848.3618,1973.5264,-15.4818,-3.382,2850.4525,1972.2839,-14.6671,-3.7941,2849.3801,1967.5413,-14.3732,-3.8179,2847.1933,1980.9536,-15.4636,-2.5328,2847.1183,1978.164,-15.1541,-3.2088,2846.8597,1977.5166,-15.405,-2.5002,2848.9827,1978.9091,-14.7418,-2.5209,2849.4768,1975.867,-12.866,-7.6016
19029.6,2843.1437,1976.9671,-14.4657,-4.4966,2844.3329,1980.3942,-14.9492,-3.6795,2845.2695,1972.7914,-15.4217,-3.9266,2847.5269,1971.4348,-14.592,-4.5483,2846.5244,1966.7027,-14.2116,-4.4858,2844.1094,1980.3759,-15.382,-3.2413,2844.0892,1977.476,-15.1489,-3.6283,2843.7827,1976.9449,-15.3662,-3.2091,2846.0342,1978.3696,-14.7449,-2.8605,2846.9247,1974.2906,-12.6632,-8.1526
19029.8,2840.2367,1976.0713,-14.5725,-4.4956,2841.3504,1979.5766,-14.8965,-4.3483,2842.1932,1971.9557,-15.3239,-4.3849,2844.6157,1970.4645,-14.5271,-5.0203,2843.6955,1965.747,-14.1101,-4.9798,2841.0405,1979.6571,-15.3146,-3.8594,2841.0588,1976.7127,-15.1705,-3.972,2840.7132,1976.233,-15.3235,-3.8918,2843.0847,1977.7649,-14.7558,-3.1716,2844.4115,1972.606,-12.4826,-8.6748
19030.0,2837.3147,1975.1688,-14.6124,-4.5743,2838.3743,1978.6549,-14.8945,-4.6826,2839.14,1971.0374,-15.1955,-4.7669,2841.716,1969.4266,-14.4787,-5.2782,2840.8804,1964.7108,-14.0598,-5.321,2837.9836,1978.8321,-15.2669,-4.2672,2838.021,1975.8872,-15.2149,-4.2541,2837.6533,1975.3882,-15.2681,-4.5207,2840.1319,1977.1009,-14.7829,-3.4635,2841.9317,1970.8207,-12.3254,-9.148
19030.2,2834.3918,1974.2416,-14.5801,-4.7519,2835.3926,1977.7036,-14.9449,-4.684,2836.115,1970.049,-15.0482,-5.1097,2838.8242,1968.3533,-14.4492,-5.419,2838.0715,1963.6186,-14.0264,-5.5736,2834.9338,1977.9502,-15.2466,-4.4626,2834.9728,1975.011,-15.2667,-4.4883,2834.606,1974.4247,-15.1962,-5.061,2837.1716,1976.3795,-14.8352,-3.7568,2839.4814,1968.9468,-12.1724,-9.5556
19030.4,2831.4827,1973.2681,-14.4702,-5.055,2832.3963,1976.7813,-15.0252,-4.4793,2833.1207,1968.9936,-14.8896,-5.4541,2835.9364,1967.2591,-14.4334,-5.5123,2835.2698,1962.4814,-13.9756,-5.7858,2831.8849,1977.0471,-15.2549,-4.5418,2831.9144,1974.0919,-15.3099,-4.7033,2831.5748,1973.3638,-15.1081,-5.4815,2834.1978,1975.5982,-14.9124,-4.06,2837.0627,1966.9984,-11.9918,-9.8954
19030.6,2828.6037,1972.2196,-14.2684,-5.5316,2829.3825,1975.9119,-15.1102,-4.2366,2830.1591,1967.8673,-14.7208,-5.8191,2833.0508,1966.1483,-14.4209,-5.6019,2832.4813,1961.3043,-13.8897,-5.9759,2828.8318,1976.1334,-15.2777,-4.6161,2828.8489,1973.1297,-15.3353,-4.9353,2828.5628,1972.2321,-15.0021,-5.7796,2831.2066,1974.7555,-14.9951,-4.3695,2834.6846,1964.9886,-11.7573,-10.1883
19030.8,2825.7753,1971.0554,-13.9541,-6.237,2826.3523,1975.0867,-15.1794,-4.095,2827.2324,1966.6659,-14.54,-6.1924,2830.168,1965.0183,-14.3964,-5.7303,2829.7139,1960.091,-13.7674,-6.1522,2825.7738,1975.2007,-15.2854,-4.7718,2825.7803,1972.1178,-15.3356,-5.2092,2825.574,1971.052,-14.8745,-5.9925,2828.1998,1973.8504,-15.0503,-4.6891,2832.3598,1962.9231,-11.4638,-10.4725
19031.0,2823.022,1969.7248,-13.5221,-7.1823,2823.3107,1974.2739,-15.2094,-4.1419999999999995,2824.3431,1965.3904,-14.3493,-6.5444,2827.2922,1963.8562,-14.3367,-5.9429,2826.9743,1958.8434,-13.6109,-6.3291,2822.7177,1974.2247,-15.2376,-5.0927,2822.7146,1971.046,-15.2959,-5.533,2822.613,1969.8351,-14.7244,-6.1889,2825.1865,1972.8798,-15.0484,-5.044,2830.0991,1960.7996,-11.1295,-10.7766
19031.2,2820.3665,1968.1825,-13.006,-8.2862,2820.2685,1973.4299,-15.1668,-4.4377,2821.4927,1964.0481,-14.1574,-6.858,2824.4333,1962.6411,-14.2131,-6.2684,2824.2695,1957.5594,-13.4138,-6.5243,2819.6788,1973.1636,-15.095,-5.6632,2819.6619,1969.9046,-15.1928,-5.9112,2819.6842,1968.5764,-14.5525,-6.4458,2822.1804,1971.8328,-14.9799,-5.47,2827.908,1958.6124,-10.7861,-11.0939
19031.4,2817.8196,1966.4103,-12.4728,-9.3956,2817.244,1972.4988,-15.0135,-5.0449,2818.6802,1962.6472,-13.9756,-7.14,2821.607,1961.3488,-14.0053,-6.7046,2821.6088,1956.2337,-13.1589,-6.755,2816.6797,1971.9594,-14.8359,-6.5094,2816.6375,1968.6816,-15.004,-6.3563,2816.792,1967.2568,-14.3514,-6.8235,2819.1946,1970.6918,-14.8497,-5.9943,2825.7847,1956.3621,-10.4588,-11.3796
19031.6,2815.3773,1964.4243,-11.9784,-10.3804,2814.2631,1971.4119,-14.7235,-6.0073,2815.9025,1961.1921,-13.8065,-7.4077,2818.8312,1959.9593,-13.7165,-7.2199,2819.006,1954.8574,-12.8286,-7.0444,2813.7444,1970.5598,-14.4757,-7.5372,2813.6603,1967.3621,-14.7249,-6.8832,2813.9436,1965.847,-14.1011,-7.3476,2816.2405,1969.4351,-14.66,-6.6283,2823.7245,1954.0606,-10.1509,-11.5813
19031.8,2813.0283,1962.2582,-11.5245,-11.2114,2811.3546,1970.0959,-14.300999999999998,-7.2885,2813.1576,1959.6841,-13.6421,-7.676,2816.1204,1958.4609,-13.3696,-7.773,2816.4774,1953.4159,-12.4191,-7.4237,2810.8894,1968.9445,-14.0649,-8.5665,2810.7476,1965.9283,-14.3743,-7.4958,2811.1515,1964.3177,-13.7785,-8.0055,2813.3306,1968.0405,-14.3977,-7.3724,2821.7243,1951.7296,-9.8448,-11.6772
19032.0,2810.7675,1959.9397,-11.0639,-11.9439,2808.5427,1968.4965,-13.7904,-8.7242,2810.4456,1958.1218,-13.4702,-7.9609,2813.4834,1956.8501,-12.9847,-8.3336,2814.0383,1951.8879,-11.9455,-7.9172,2808.1184,1967.1332,-13.6594,-9.4516,2807.9106,1964.3637,-13.9835,-8.1816,2808.4322,1962.6448,-13.3716,-8.7612,2810.4814,1966.4861,-14.041,-8.2219,2819.7866,1949.3897,-9.5163,-11.6968
19032.2,2808.6027,1957.4806,-10.5456,-12.6361,2805.8384,1966.6062,-13.2643,-10.0677,2807.7695,1956.4997,-13.2779,-8.2816,2810.9265,1955.1274,-12.5633,-8.8855,2811.6992,1950.249,-11.4312,-8.5219,2805.4257,1965.1639,-13.2824,-10.1692,2805.1542,1962.6556,-13.5761,-8.9151,2805.8029,1960.8132,-12.8822,-9.5723,2807.7142,1964.7517,-13.5778,-9.159,2817.9178,1947.0508,-9.1526,-11.702
19032.4,2806.5492,1954.8852,-9.9553,-13.294,2803.237,1964.4694,-12.7848,-11.1256,2805.1345,1954.8091,-13.0464,-8.6464,2808.458,1953.2959,-12.1003,-9.4151,2809.4659,1948.4791,-10.8952,-9.2037,2802.8055,1963.0655,-12.9119,-10.7867,2802.4801,1960.7977,-13.154,-9.6646,2803.2794,1958.8159,-12.3211,-10.3973,2805.0503,1962.8225,-13.0202,-10.1416,2816.1255,1944.7089,-8.7537,-11.7486
19032.6,2804.6206,1952.163,-9.3165,-13.8791,2800.7245,1962.156,-12.3696,-11.8631,2802.551,1953.0412,-12.7507,-9.0423,2806.0864,1951.3614,-11.6086,-9.906,2807.3411,1946.5675,-10.3485,-9.9166,2800.2609,1960.8492,-12.5012,-11.3708,2799.8926,1958.7898,-12.6963,-10.4033,2800.8744,1956.6543,-11.7079,-11.1892,2802.5061,1960.6951,-12.4006,-11.1066,2814.4163,1942.3514,-8.3231,-11.8615
19032.8,2802.8226,1949.3336,-8.6584,-14.3574,2798.2892,1959.7242,-11.9874,-12.3861,2800.0342,1951.1922,-12.3745,-9.4523,2803.8146,1949.3335,-11.1229,-10.3519,2805.3265,1944.5125,-9.7963,-10.6277,2797.805,1958.5172,-12.0127,-11.9444,2797.4016,1956.6364,-12.1714,-11.1203,2798.5962,1954.3402,-11.0712,-11.8989,2800.0901,1958.3799,-11.7519,-11.9947,2812.7963,1939.9643,-7.859,-12.0399
19033.0,2801.1573,1946.4201,-7.9905,-14.7288,2795.9295,1957.2015,-11.5865,-12.8338,2797.6012,1949.2603,-11.9214,-9.882,2801.6373,1947.2206,-10.6794,-10.7668,2803.4226,1942.3165,-9.2365,-11.3222,2795.4558,1956.0715,-11.4424,-12.509,2795.024,1954.3417,-11.5579,-11.8197,2796.446,1951.8948,-10.44,-12.4995,2797.8053,1955.8972,-11.0887,-12.7778,2811.2727,1937.5354,-7.3568,-12.2744
19033.2,2799.6265,1943.4421,-7.302,-15.0208,2793.6546,1954.5907,-11.1301,-13.289000000000001,2795.2656,1947.2394,-11.4068,-10.3619,2799.5429,1945.0267,-10.2858,-11.1782,2801.6319,1939.9836,-8.6576,-11.9908,2793.2281,1953.5137,-10.8204,-13.0723,2792.7785,1951.9085,-10.8593,-12.5057,2794.4202,1949.3404,-9.8308,-13.0035,2795.6546,1953.2687,-10.41,-13.4632,2809.8536,1935.0545,-6.815,-12.5512
19033.4,2798.2364,1940.4117,-6.5717,-15.2669,2791.4775,1951.8859,-10.6152,-13.7585,2793.0385,1945.1155,-10.8386,-10.9266,2797.5229,1942.7493,-9.9101,-11.6078,2799.9595,1937.5201,-8.0436,-12.6121,2791.1277,1950.8425,-10.1983,-13.6372,2790.6803,1949.3394,-10.106,-13.1714,2792.5137,1946.6934,-9.2362,-13.4498,2793.6414,1950.5119,-9.7149,-14.0705,2808.5467,1932.515,-6.2404,-12.8471
19033.6,2796.9978,1937.3353,-5.7749,-15.4867,2789.4085,1949.0873,-10.0634,-14.2101,2790.9302,1942.8687,-10.2055,-11.5915,2795.5788,1940.3836,-9.4939,-12.061,2798.4144,1934.9387,-7.3831,-13.1482,2789.1487,1948.0588,-9.6276,-14.1762,2788.736,1946.6399,-9.3376,-13.8054,2790.7257,1943.9605,-8.6272,-13.8717,2791.7686,1947.6406,-9.0112,-14.6045,2807.3574,1929.9157,-5.6488,-13.1322
19033.8,2795.9265,1934.2171,-4.892,-15.6793,2787.4521,1946.2019,-9.4986,-14.6121,2788.9563,1940.4789,-9.4798,-12.3407,2793.7254,1937.925,-8.9787,-12.5327,2797.0063,1932.2609,-6.6762,-13.5589,2787.2766,1945.1721,-9.1375,-14.6385,2786.9452,1943.8173,-8.5798,-14.3987,2789.0628,1941.1447,-7.9606,-14.2795,2790.0369,1944.6701,-8.3043,-15.0513,2806.2872,1927.2621,-5.063,-13.3806
19034.0,2795.041,1931.0636,-3.9249,-15.829,2785.6090000000004,1943.2424,-8.9291,-14.9516,2787.1383,1937.9325,-8.6271,-13.1261,2791.9873,1935.3705,-8.3289,-13.0128,2795.744,1929.5152,-5.9328,-13.8226,2785.4937,1942.2034,-8.7169,-14.9892,2785.3041,1940.8805,-7.8321,-14.9402,2787.5415,1938.2487,-7.1907,-14.668,2788.4469,1941.62,-7.5914,-15.3957,2805.3322,1924.5635,-4.5094,-13.5771
19034.2,2794.3565,1927.8855,-2.9109,-15.9223,2783.8805,1940.2213,-8.344,-15.2371,2785.5054,1935.2284,-7.6201,-13.8816,2790.3938,1932.7198,-7.5422,-13.4798,2794.6332,1926.7318,-5.168,-13.9531,2783.7898,1939.1764,-8.3116,-15.2433,2783.8124,1937.8412,-7.0715,-15.4117,2786.1865,1935.2775,-6.2828,-15.031,2787.0003,1938.5119,-6.8704,-15.6383,2804.4834,1921.8312,-4.0115,-13.7173
19034.4,2793.8766,1924.6947,-1.9189,-15.9624,2782.2714,1937.1476,-7.7219,-15.4847,2784.0902,1932.3798,-6.4551,-14.5468,2788.9704,1929.9786,-6.6444,-13.8941,2793.6768,1923.9339,-4.3971,-13.9977,2782.1691,1936.1061,-7.8371,-15.4568,2782.4755,1934.7158,-6.2681,-15.7939,2785.0283,1932.2363,-5.2248,-15.3629,2785.6988,1935.3647,-6.1527,-15.7943,2803.7276,1919.0766,-3.5825,-13.8061
19034.6,2793.589,1921.5005,-1.0301,-15.9685,2780.7917,1934.0274,-7.0432,-15.7031,2782.9234,1929.4097,-5.1635,-15.0825,2787.7361,1927.1622,-5.6708,-14.2131,2792.8743,1921.1327,-3.6382,-14.014,2780.655,1932.9937,-7.2064,-15.6786,2781.3052,1931.5236,-5.4034,-16.0767,2784.0966,1929.1323,-4.0411,-15.647,2784.5393,1932.1941,-5.4548,-15.878,2803.0504,1916.3088,-3.2249,-13.8549
19034.8,2793.4646,1918.3073,-0.3164,-15.9558,2779.4541,1930.8663,-6.2949,-15.8884,2782.0248,1926.3468,-3.8079,-15.4687,2786.7021,1924.2934,-4.6533,-14.4202,2792.2215,1918.3283,-2.9173,-14.0389,2779.2866,1929.8346,-6.3644,-15.91,2780.3142,1928.2851,-4.4814,-16.2586,2783.4119,1925.9775,-2.7991,-15.8533,2783.5169,1929.0135,-4.7741,-15.8941,2802.4376,1913.5346,-2.9332,-13.8778
19035.0,2793.4624,1915.1182,0.1804,-15.9213,2778.2738,1927.6721,-5.4709,-16.0283,2781.4002,1923.2222,-2.4637,-15.7006,2785.8748,1921.3941,-3.6182,-14.5376,2791.7074,1915.5172,-2.2677,-14.0748,2778.1092,1926.6297,-5.3214,-16.1075,2779.5126,1925.0202,-3.5257,-16.3436,2782.9769,1922.791,-1.6029,-15.9513,2782.6296,1925.8365,-4.08,-15.8467,2801.8771,1910.7577,-2.6973,-13.8866
19035.2,2793.5368,1911.9388,0.4632,-15.8532,2777.2658,1924.455,-4.5702,-16.113,2781.0394,1920.0666,-1.2025,-15.7933,2785.2548,1918.4783,-2.6001,-14.6013,2791.3144,1912.6984,-1.7185,-14.1048,2777.158,1923.3916,-4.1633,-16.2283,2778.9039,1921.7477,-2.5683,-16.3441,2782.7708,1919.597,-0.5629,-15.9269,2781.8849,1922.6748,-3.3321,-15.7538,2801.3587,1907.9799,-2.5021,-13.8898
19035.4,2793.6477,1908.7769,0.576,-15.7542,2776.4457,1921.2269,-3.5953,-16.1389,2780.9192,1916.9049,-0.0837,-15.7813,2784.8347,1915.5535,-1.6489,-14.6257,2791.02,1909.8753,-1.2756,-14.119,2776.4439,1920.1384,-3.0184,-16.2668,2778.4853,1918.4826,-1.6386,-16.2807,2782.7518,1916.4202,0.2436,-15.7883,2781.2968,1919.535,-2.5139,-15.6467,2800.8763,1905.2017,-2.3245,-13.8937
19035.6,2793.7672,1905.6371,0.5791,-15.6456,2775.8277,1917.9994,-2.5561,-16.1032,2781.0059,1913.7541,0.844,-15.7009,2784.5952,1912.628,-0.8191,-14.5978,2790.8042,1907.0508,-0.9155,-14.1243,2775.9506,1916.8849,-1.9932,-16.2502,2778.2484,1915.2354,-0.7622,-16.1681,2782.8682,1913.2816,0.7951,-15.5621,2780.8793,1916.4162,-1.6502,-15.5494,2800.4289,1902.4225,-2.1349,-13.9013
19035.8,2793.8794,1902.5187,0.5211,-15.5458,2775.4233,1914.7856,-1.4744,-15.9987,2781.2568,1910.6245,1.5403,-15.5705,2784.5071,1909.7144,-0.1491,-14.5032,2790.6538,1904.2255,-0.6001,-14.1288,2775.6466,1913.6383,-1.1238,-16.2067,2778.1804,1912.0153,0.0371,-16.0017,2783.0698,1910.1954,1.119,-15.287,2780.6367,1913.3152,-0.7974,-15.4591,2800.0223,1899.6412,-1.9025,-13.9136
19036.0,2793.9756,1899.4188,0.4318,-15.4456,2775.2379,1911.6,-0.3904,-15.8201,2781.622,1907.5259,1.9822,-15.3922,2784.5356,1906.8268,0.3514,-14.3535,2790.5641,1901.3993,-0.2978,-14.1313,2775.5011,1910.4022,-0.3852,-16.1427,2778.2633,1908.8347,0.7376,-15.7671,2783.3158,1907.1669,1.2654,-15.0066,2780.5603,1910.2325,-0.0188,-15.352,2799.6679,1896.857,-1.6018,-13.9334
19036.2,2794.0521,1896.3404,0.3316,-15.3106,2775.2671,1908.4575,0.6402,-15.5756,2782.0497,1904.4677,2.1801,-15.176,2784.6476,1903.973,0.696,-14.1869,2790.5347,1898.573,0.007,-14.1288,2775.4925,1907.1813,0.2646,-16.046,2778.4754,1905.7085,1.3191,-15.4667,2783.576,1904.1928,1.29,-14.7574,2780.6292,1907.1744,0.6372,-15.2118,2799.3816,1894.0679,-1.2249,-13.9659
19036.4,2794.1083,1893.2946,0.2369,-15.1096,2775.494,1905.3697,1.5533,-15.2918,2782.4941,1901.4555,2.1851,-14.9529,2784.814,1901.152,0.9101,-14.043,2790.5669,1895.7478,0.3178,-14.1243,2775.6069,1903.9838,0.8467,-15.9055,2778.7909,1902.648,1.762,-15.1364,2783.8318,1901.2639,1.2483,-14.5553,2780.8152,1904.1478,1.1475,-15.0457,2799.1779,1891.2707,-0.7961,-14.0104
19036.6,2794.1468,1890.2966,0.1536,-14.8369,2775.8884,1902.3408,2.2875,-15.0076,2782.9238,1898.4865,2.0726,-14.7585,2785.0117,1898.3558,1.0243,-13.9377,2790.6618,1892.9233,0.6353,-14.1185,2775.8312,1900.8191,1.3495,-15.7233,2779.1802,1899.6539,2.0463,-14.8335,2784.0753,1898.3706,1.1925,-14.3938,2781.0882,1901.1561,1.5143,-14.8729,2799.0631,1888.4637,-0.3696,-14.0524
19036.8,2794.1697,1887.3598,0.07,-14.5137,2776.409,1899.3667,2.7959,-14.7601,2783.3231,1895.552,1.9083,-14.6056,2785.2237,1895.5769,1.0726,-13.8614,2790.8211,1890.1004,0.963,-14.1017,2776.1467,1897.6945,1.7422,-15.5121,2779.6095,1896.7146,2.1607,-14.6037,2784.3088,1895.5064,1.1629,-14.2582,2781.4209,1898.1987,1.7548,-14.7037,2799.0301,1885.6497,-0.0037,-14.0699
19037.0,2794.1749,1884.4911,-0.0295,-14.1814,2777.0068,1896.4368,3.0568,-14.5738,2783.6871,1892.6443,1.7282,-14.4805,2785.4407,1892.8113,1.0863,-13.7984,2791.047,1887.2826,1.3051,-14.0639,2776.5281,1894.6143,1.9968,-15.2872,2780.0445,1893.8125,2.1167,-14.4588,2784.5405,1892.6673,1.1794,-14.1434,2781.7902,1895.2746,1.8876,-14.5402,2799.0617,1882.8358,0.2733,-14.0518
19037.2,2794.1579,1881.6873,-0.1414,-13.8943,2777.6317,1893.5372,3.0852,-14.455,2784.0143,1889.7599,1.547,-14.3686,2785.6582,1890.0575,1.0813,-13.7476,2791.3431,1884.4748,1.6619,-14.009,2776.9455,1891.5796,2.1075,-15.0618,2780.4562,1890.9311,1.9549,-14.3799,2784.7806,1889.849,1.2471,-14.0607,2782.176,1892.3826,1.9231,-14.3908,2799.1394,1880.029,0.4685,-14.0095
19037.4,2794.1183,1878.9334,-0.2358,-13.7005,2778.2409,1890.6548,2.9335,-14.3932,2784.3059,1886.8968,1.3807,-14.2726,2785.8732,1887.3122,1.0546,-13.7236,2791.7118,1881.679,2.0226,-13.9507,2777.3711,1888.5895,2.0988,-14.8493,2780.8265,1888.0605,1.7335,-14.3343,2785.0393,1887.043,1.3651,-14.0248,2782.5594,1889.5183,1.8678,-14.2769,2799.2491,1877.232,0.6001,-13.9659
19037.6,2794.0636,1876.207,-0.2815,-13.6129,2778.8051,1887.7799,2.6763,-14.3685,2784.5666,1884.0508,1.2525,-14.2011,2786.0801,1884.5681,0.9942,-13.7364,2792.1521,1878.8945,2.3629,-13.8957,2777.785,1885.6399,2.0138,-14.6656,2781.1496,1885.1974,1.5051,-14.2938,2785.3266,1884.2391,1.5281,-14.0343,2782.9231,1886.6718,1.7356,-14.2205,2799.3795,1874.4426,0.6768,-13.9389
