t(s),X(m)_A,Y(m)_A,dX/dt(m/s)_A,dY/dt(m/s)_A,X(m)_B,Y(m)_B,dX/dt(m/s)_B,dY/dt(m/s)_B,X(m)_C,Y(m)_C,dX/dt(m/s)_C,dY/dt(m/s)_C,X(m)_D,Y(m)_D,dX/dt(m/s)_D,dY/dt(m/s)_D,X(m)_G,Y(m)_G,dX/dt(m/s)_G,dY/dt(m/s)_G,X(m)_H,Y(m)_H,dX/dt(m/s)_H,dY/dt(m/s)_H,X(m)_I,Y(m)_I,dX/dt(m/s)_I,dY/dt(m/s)_I,X(m)_J,Y(m)_J,dX/dt(m/s)_J,dY/dt(m/s)_J,X(m)_L,Y(m)_L,dX/dt(m/s)_L,dY/dt(m/s)_L,X(m)_M,Y(m)_M,dX/dt(m/s)_M,dY/dt(m/s)_M
19061.2,2974.6469,1825.113,9.9924,3.1028,2978.1604,1823.4868,9.927,2.7034,2977.5142,1823.1922,9.0644,3.3328,2976.2051,1826.1733,9.4664,1.7001,2978.241,1819.9406,9.2977,2.6786,2978.4792,1819.9993,9.7409,2.8364,2976.0008,1826.0542,9.3115,2.7127,2977.5367,1823.3931,9.2192,2.5433,2978.0547,1821.7062,9.4669,2.5312,2972.6698,1827.438,8.3723,5.5228
19061.4,2976.6325,1825.721,9.8742,3.0308,2980.1428,1824.0291,9.9039,2.6801,2979.34,1823.835,9.2195,3.0688,2978.102,1826.4753,9.509,1.3724,2980.108,1820.4445,9.3798,2.365,2980.415,1820.5098,9.6324,2.2837,2977.874,1826.5697,9.4332,2.4521,2979.388,1823.8732,9.3081,2.2509,2979.9422,1822.1995,9.402,2.3848,2974.3376,1828.5405,8.3197,5.4596
19061.6,2978.5966,1826.3253,9.7993,3.0403,2982.1220000000003,1824.5588,9.892999999999999,2.5529,2981.202,1824.4197,9.41,2.7546,2980.0087,1826.7222,9.5588,1.1171,2981.993,1820.8866,9.4687,2.0532,2982.3321,1820.9128,9.5623,1.7798,2979.774,1827.035,9.5739,2.1849,2981.2599,1824.2935,9.4187,1.9416,2981.8155,1822.6601,9.3311,2.1805,2975.9976,1829.6219,8.2786,5.3404
19061.8,2980.5523,1826.9371,9.7868,3.0767,2984.1,1825.0502,9.8868,2.2706,2983.1041,1824.9368,9.6047,2.3977,2981.9255,1826.9221,9.6026,0.8739,2983.8955,1821.2658,9.5518,1.7249,2984.2399,1821.2217,9.5373,1.3423,2981.7036,1827.4436,9.7247,1.8735,2983.1555,1824.6498,9.5365,1.6088,2983.6746,1823.0717,9.2687,1.882,2977.649,1830.6766,8.2252,5.2132
19062.0,2982.5114,1827.556,9.8154,3.088,2986.0768,1825.4671,9.8795,1.7963,2985.0439,1825.3788,9.777,2.0019,2983.8497,1827.0718,9.629,0.5953,2985.8137,1821.5765,9.6227,1.3698,2986.147,1821.4497,9.545,0.9611,2983.6639,1827.7844,9.8795,1.5046,2985.0745,1824.937,9.6531,1.2501,2985.523,1823.413,9.2339,1.4781,2979.2877,1831.7071,8.1586,5.0986
19062.2,2984.4784,1828.1723,9.853,3.0419,2988.0518,1825.7687,9.8721,1.1453,2987.0148,1825.7376,9.9142,1.5635,2985.7771,1827.1603,9.6392,0.2522,2987.7446,1821.8137,9.6777,1.0005,2988.0579,1821.6062,9.5689,0.6209,2985.6554,1828.0455,10.0342,1.08,2987.0167,1825.1498,9.7739,0.8654,2987.3682,1823.6629,9.2458,0.9721,2980.9124,1832.7161,8.1008,4.9893
19062.4,2986.4525,1828.7727,9.8878,2.9272,2990.0256,1825.9252,9.8659,0.4042,2989.0096,1826.0042,10.0209,1.083,2987.7054,1827.1727,9.6497,-0.1709,2989.6848,1821.9767,9.7187,0.6423,2989.9746,1821.6981,9.6042,0.3122,2987.6776,1828.2164,10.1851,0.609,2988.9841,1825.2832,9.9121,0.463,2989.2213,1823.8018,9.3114,0.3734,2982.528,1833.7029,8.0808,4.8784
19062.6,2988.4336,1829.3432,9.9342,2.7457,2991.9982,1825.9304,9.855,-0.3106,2991.0232,1826.1708,10.11,0.5755,2989.6369,1827.0919,9.6787,-0.6764,2991.632,1822.0706,9.7519,0.3101,2991.8996,1821.731,9.6549,0.0296,2989.7294,1828.2891,10.3257,0.1089,2990.9816,1825.335,10.0733,0.059,2991.0927,1823.8123,9.4156,-0.2932,2984.1447,1834.6674,8.1155,4.7844
19062.8,2990.4262,1829.871,10.0115,2.49,2993.9676,1825.8010000000002,9.8323,-0.9311,2993.0536,1826.2344,10.1924,0.0638,2991.5769,1826.9021,9.7293,-1.2516,2993.5855,1822.1008,9.7781,-0.0031,2993.8366,1821.7099,9.7187,-0.237,2991.8079,1828.26,10.4478,-0.4021,2993.0134,1825.3068,10.2444,-0.3323,2992.9875,1823.6845,9.5267,-0.9797,2985.7742,1835.6166,8.2028,4.7439
19063.0,2992.4382,1830.3391,10.1203,2.1144,2995.9311,1825.558,9.8008,-1.4742,2995.1002,1826.1963,10.272,-0.4371,2993.5286,1826.5913,9.7866,-1.8697,2995.5433,1822.0693,9.7879,-0.323,2995.7871,1821.6362,9.7809,-0.5059,2993.9085,1828.1282,10.5436,-0.9178,2995.0793,1825.2021,10.3999,-0.7099,2994.9034,1823.4204,9.6131,-1.6325,2987.4258,1836.565,8.3295,4.7685
19063.2,2994.4744,1830.7167,10.2423,1.5534,2997.8879,1825.2113,9.7739,-1.9921,2997.1624,1826.0596,10.3496,-0.9281,2995.4915,1826.1542,9.8359,-2.4981,2997.5007,1821.9716,9.7703,-0.6813,2997.7489,1821.5075,9.8279,-0.8047,2996.0253,1827.8928,10.6116,-1.446,2997.1734,1825.0228,10.5176,-1.0858,2996.8328,1823.0315,9.6584,-2.2207,2989.106,1837.524,8.4849,4.8186
19063.4,2996.5351,1830.9605,10.3645,0.8014,2999.8406,1824.7612,9.7666,-2.4994,2999.24,1825.8251,10.4257,-1.4223,2997.463,1825.5921,9.8763,-3.1099,2999.4514,1821.7968,9.7292,-1.0984,2999.7182,1821.3144,9.8581,-1.1684,2998.1531,1827.5499,10.6594,-1.9949,2999.2864,1824.7678,10.5889,-1.4757,2998.7668,1822.5321,9.6634,-2.7443,2990.8198,1838.4924,8.6728,4.8159
19063.6,2998.6202,1831.0373,10.5047,-0.0144,3001.7945,1824.2115,9.7892,-2.9617,3001.3327,1825.4907,10.499,-1.9336,2999.442,1824.9102,9.916,-3.692,3001.3923,1821.5322,9.6868,-1.5731,3001.6922,1821.0402,9.8794,-1.6254,3000.2891,1827.0949,10.6998,-2.559,3001.4089,1824.4325,10.6171,-1.8886,3000.6981,1821.9338,9.6406,-3.2162,2992.5751,1839.4504,8.9181,4.6753
19063.8,3000.737,1830.9547,10.7013,-0.6756,3003.7563,1823.5765,9.8467,-3.3395,3003.4396,1825.0517,10.5636,-2.4656,3001.4294,1824.1153,9.9584,-4.239,3003.3261,1821.1676,9.6687,-2.0777,3003.67,1820.6642,9.9006,-2.1774,3002.433,1826.5263,10.7414,-3.1188,3003.5332,1824.0123,10.6112,-2.3234,3002.623,1821.2457,9.609,-3.6473,2994.3871,1840.3625,9.257,4.3333
19064.0,3002.9007,1830.767,10.9737,-1.0333,3005.7332,1822.8757,9.9387,-3.6319999999999997,3005.5581,1824.5044,10.6126,-3.001,3003.4254,1823.2146,10.0,-4.7362,3005.2598,1820.7011,9.6868,-2.5625,3005.6524,1820.1692,9.9307,-2.7856,3004.5856,1825.8473,10.7842,-3.6462,3005.6534,1823.5032,10.5836,-2.7702,3004.5417,1820.4749,9.5847,-4.0475,2996.2779,1841.1837,9.7082,3.7677
19064.2,3005.1265,1830.5414,11.2972,-1.1234,3007.7318,1822.1237,10.0584,-3.8793,3007.6846,1823.8513,10.6456,-3.4988,3005.4294,1822.2208,10.0404,-5.1475,3007.2009,1820.1426,9.7385,-2.9628,3007.6423,1819.55,9.9783,-3.3778,3006.7467,1825.0678,10.8258,-4.0994,3007.7666,1822.9042,10.5496,-3.2073,3006.4569,1819.6267,9.5742,-4.4227,2998.2703,1841.8696,10.2425,3.0191
19064.4,3007.4196,1830.3177,11.6225,-1.1112,3009.7565,1821.3239999999998,10.1931,-4.1244,3009.8163,1823.1049,10.6709,-3.904,3007.4416,1821.1556,10.0872,-5.4182,3009.1552,1819.516,9.8151,-3.212,3009.6437,1818.8181,10.044,-3.8673,3008.9159,1824.2076,10.8726,-4.4167,3009.8732,1822.2203,10.5215,-3.5963,3008.3714,1818.7058,9.5752,-4.7574,3000.3749,1842.3914,10.7815,2.1959
19064.6,3009.7755,1830.0969,11.9117,-1.1467,3011.809,1820.4739,10.328,-4.3714,3011.953,1822.2897,10.7036,-4.1649,3009.4643,1820.0535,10.15,-5.4903,3011.1269,1818.8578,9.9047,-3.2547,3011.6599,1818.003,10.1184,-4.1696,3011.0957,1823.3011,10.9389,-4.5315,3011.9752,1821.4657,10.499,-3.8797,3010.287,1817.7237,9.5885,-4.9893,3002.5829,1842.7479,11.2377,1.4316
19064.8,3012.1843,1829.859,12.1501,-1.2779,3013.8878,1819.5755,10.4478,-4.5606,3014.0978,1821.439,10.7583,-4.2455,3011.5016,1818.9595,10.2279,-5.3103,3013.1171,1818.2141,9.9859,-3.0604,3013.6911,1817.1503,10.1924,-4.208,3013.2915,1822.395,11.0317,-4.4092,3014.0728,1820.6684,10.4678,-3.9899,3012.2068,1816.7101,9.6268,-5.0127,3004.87,1842.964,11.5621,0.8147
19065.0,3014.6355,1829.5857,12.3372,-1.4638,3015.9882,1818.6497,10.5392,-4.5806,3016.2563,1820.5915,10.8393,-4.1288,3013.5555,1817.9294,10.3016,-4.8243,3015.1213,1817.6337,10.0259,-2.6291,3015.7368,1816.3198,10.2636,-3.9255,3015.5084,1821.5375,11.1407,-4.0675,3016.1623,1819.8697,10.4119,-3.8706,3014.1377,1815.7186,9.7045,-4.7251,3007.2078,1843.0738,11.7594,0.3414
19065.2,3017.1191,1829.2735,12.477,-1.6318,3018.1034,1817.7432,10.5922,-4.3174,3018.4335,1819.7874,10.9329,-3.817,3015.6222,1817.0298,10.3369,-3.9896,3017.1274,1817.1624,9.9912,-1.9869,3017.7965,1815.5801,10.3262,-3.3092,3017.7478,1820.768,11.244,-3.5576,3018.2376,1819.1202,10.3299,-3.4973,3016.0886,1814.82,9.8184,-4.0871,3009.5738,1843.1005,11.8699,-0.0679
19065.4,3019.6263,1828.933,12.5749,-1.7265,3020.225,1816.9227,10.5987,-3.7107,3020.6295,1819.0647,11.0151,-3.3338,3017.6902,1816.3335,10.2995,-2.8199,3019.1178,1816.8389,9.8646,-1.1737,3019.8673,1814.9961,10.3596,-2.4069,3020.006,1820.1144,11.3204,-2.9289,3020.2943,1818.4708,10.237,-2.8915,3018.0651,1814.0837,9.9404,-3.1481,3011.9557,1843.0466,11.9443,-0.494
19065.6,3022.1491,1828.5829,12.6314,-1.7269,3022.3429,1816.2589,10.5498,-2.7802,3022.8395,1818.4539,11.066,-2.7209,3019.742,1815.9018,10.1717,-1.4287,3021.0733,1816.693,9.6523,-0.2337,3021.9404,1814.6173,10.3355,-1.3122,3022.2759,1819.5964,11.3489,-2.2133,3022.3324,1817.9636,10.1542,-2.1181,3020.0648,1813.5608,10.0321,-2.0167,3014.3515,1842.9029,12.0258,-0.9514
19065.8,3024.6788,1828.2423,12.6363,-1.638,3024.4449,1815.8106,10.4375,-1.6147,3025.0559,1817.9763,11.0763,-2.0199,3021.7589,1815.7621,9.9596,-0.002,3022.9787,1816.7454,9.3772,0.7871,3024.0015,1814.4713,10.2332,-0.1263,3024.5456,1819.2291,11.3016,-1.4276,3024.356,1817.6236,10.0938,-1.265,3022.078,1813.2771,10.0668,-0.8015,3016.7661,1842.6661,12.1419,-1.3852
19066.0,3027.2036,1827.9277,12.5653,-1.4409,3026.5179,1815.6129999999998,10.2585,-0.3325,3027.27,1817.6459,11.0345,-1.244,3023.7259,1815.901,9.6825,1.2993,3024.8242,1817.0078,9.0629,1.8382,3026.0337,1814.5668,10.0438,1.0747,3026.7966,1819.0254,11.1436,-0.5738,3026.3699,1817.4576,10.0542,-0.4075,3024.0915,1813.2402,10.0375,0.4336,3019.2082,1842.3489,12.2933,-1.722
19066.2,3029.705,1827.6659,12.3761,-1.0489,3028.5483,1815.6776,10.0112,0.9673,3029.4697,1817.4787,10.9144,-0.3683,3025.6319,1816.2818,9.3545,2.4155,3026.6038,1817.4807,8.7229,2.8695,3028.019,1814.9012,9.7639,2.2483,3029.003,1818.9996,10.8446,0.3609,3028.3776,1817.4606,10.0199,0.4273,3026.093,1813.4505,9.9445,1.6706,3021.6834,1841.9773,12.4519,-1.9158
19066.4,3032.154,1827.5081,12.0165,-0.3437,3030.5224,1816.0,9.6878,2.2341,3031.6358,1817.4986,10.6797,0.6468,3027.4677,1816.8672,8.9754,3.3712,3028.3133,1818.1556,8.3626,3.8444,3029.9392,1815.4661,9.3943,3.3745,3031.1344,1819.1697,10.391,1.3912,3030.3779,1817.6285,9.9638,1.2688,3028.0694,1813.9084,9.7818,2.9102,3024.189,1841.5825,12.5785,-1.9556
19066.6,3034.5115,1827.5284,11.4605,0.7199,3032.4234,1816.5713,9.2754,3.4637,3033.7416,1817.7374,10.3028,1.8143,3029.2221,1817.6303,8.5356,4.2092,3029.9489,1819.0185,7.9853,4.7512,3031.7767,1816.251,8.945,4.4431,3033.1595,1819.5561,9.7877,2.5117,3032.3632,1817.9681,9.8504,2.1748,3030.0057,1814.6146,9.535,4.1451,3026.7148,1841.1951,12.6397,-1.8372
19066.8,3036.7382,1827.7961,10.752,2.0289,3034.2325,1817.3854,8.7742,4.664,3035.7569,1818.2243,9.7754,3.0972,3030.8819,1818.5509,8.0282,4.9593,3031.5074,1820.0561,7.595,5.5961,3033.5172,1817.2433,8.4367,5.4473,3035.0495,1820.1744,9.0502,3.6845,3034.318,1818.4984,9.6439,3.1869,3031.8834,1815.5664,9.1883,5.3479,3029.2449,1840.8476,12.614,-1.538
19067.0,3038.8123,1828.34,10.0016,3.3451,3035.9331,1818.4369,8.2123,5.8207,3037.6518,1818.9763,9.1085,4.4148,3032.4333,1819.614,7.4568,5.6477,3032.9869,1821.2569,7.1877,6.3852,3035.1514,1818.4299,7.8904,6.3785,3036.7796,1821.0299,8.1994,4.8441,3036.2207,1819.2429,9.3207,4.2987,3033.681,1816.7537,8.729,6.4816,3031.7604,1840.5799,12.4918,-1.0268
19067.2,3040.7389,1829.1341,9.3164,4.4537,3037.5174,1819.7137,7.6396,6.8897,3039.4003,1819.9903,8.3258,5.6721,3033.8646,1820.81,6.833,6.3074,3034.3825,1822.6102,6.7453,7.1146,3036.6734,1819.7948,7.3181,7.2246,3038.3293,1822.1121,7.2631,5.9161,3038.0463,1820.2179,8.8767,5.4471,3035.3749,1818.1591,8.1476,7.518,3034.2416,1840.4369,12.2792,-0.2943
19067.4,3042.5389,1830.1215,8.7303,5.294,3038.989,1821.1928,7.1074,7.8115,3040.9821,1821.2451,7.4565,6.792,3035.1665,1822.137,6.1727,6.9657,3035.685,1824.1028,6.2366,7.7783,3038.0786,1821.3197,6.7242,7.972,3039.6848,1823.3963,6.2803,6.8416,3039.7714,1821.4217,8.3251,6.5343,3036.9401,1819.7609,7.4392,8.4509,3036.6721,1840.4621,12.001,0.6139
19067.6,3044.231,1831.2517,8.2016,5.9522,3040.3604,1822.8383,6.6466,8.5394,3042.3829,1822.7071,6.5303,7.7363,3036.3337,1823.5963,5.4959,7.627,3036.8772,1825.7215,5.6287,8.3761,3039.3631,1822.9836,6.1155,8.6144,3040.8414,1824.8487,5.299,7.5981,3041.3763,1822.8316,7.6864,7.4713,3038.3506,1821.5394,6.6093,9.2904,3039.042,1840.6825,11.6774,1.607
19067.8,3045.8195,1832.5024,7.665,6.549,3041.6476,1824.6086,6.2548,9.0713,3043.5942,1824.3396,5.5752,8.5085,3037.3649,1825.1878,4.8265,8.2734,3037.9364,1827.4532,4.9037,8.907,3040.5248,1824.7655,5.5056,9.1581,3041.8044,1826.4355,4.3678,8.2012,3042.846,1824.4102,6.9814,8.2206,3039.5838,1823.4771,5.6803,10.0399,3041.343,1841.1049,11.2854,2.6061
19068.0,3047.297,1833.8713,7.072,7.1423,3042.8623,1826.4669,5.8924,9.4652,3044.613,1826.1104,4.6209,9.1382,3038.2643,1826.9056,4.1874,8.873,3038.8386,1829.2843,4.0752,9.3579,3041.5653,1826.6468,4.9063,9.6166,3042.5885,1828.1292,3.5226,8.688,3044.1689,1826.1198,6.2285,8.8089,3040.6228,1825.5554,4.6901,10.6767,3043.5562,1841.7249,10.7631,3.5835
19068.2,3048.6483,1835.3593,6.3973,7.7226,3044.0046,1828.3946,5.495,9.8188,3045.4426,1827.9949,3.7005,9.6592,3039.0399,1828.737,3.592,9.398,3039.5665,1831.1964,3.1949,9.7086,3042.4873,1828.6121,4.319,10.0022,3043.2134,1829.9107,2.7769,9.0967,3045.3373,1827.9337,5.4443,9.296,3041.4598,1827.7478,3.6869,11.1605,3045.6483,1842.5383,10.0543,4.5517
19068.4,3049.8559,1836.9604,5.6204,8.2733,3045.0603,1830.3944,5.0017,10.2115,3046.0932,1829.9741,2.8437,10.0928,3039.7011,1830.6648,3.0388,9.8369,3040.1166,1833.1677,2.3395,9.9497,3043.2929,1830.6477,3.738,10.3233,3043.6993,1831.7679,2.1187,9.4574,3046.3466,1829.8382,4.6487,9.7299,3042.0975,1830.0196,2.7237,11.4639,3047.5779,1843.5456,9.1481,5.5226
19068.6,3050.8965,1838.6686,4.7111,8.8073,3046.0052,1832.4792,4.3845,10.6514,3046.58,1832.032,2.0677,10.4437,3040.2554,1832.6718,2.5132,10.1934,3040.5023,1835.1763,1.5781,10.0945,3043.9825,1832.7414,3.1619,10.5863,3044.0609,1833.6937,1.5186,9.7875,3047.1968,1831.8257,3.8657,10.1268,3042.5493,1832.3333,1.8489,11.5986,3049.3075,1844.7474,8.0777,6.485
19068.8,3051.7403,1840.4833,3.6362,9.3392,3046.8141,1834.6549,3.6535,11.0783,3046.9203,1834.1516,1.3705,10.7064,3040.7064,1834.7421,1.9958,10.4717,3040.7478,1837.2055,0.9417,10.1764,3044.5577,1834.8822,2.594,10.7974,3044.3067,1835.6829,0.9456,10.0881,3047.8929,1833.8889,3.1163,10.4798,3042.8371,1834.659,1.0934,11.6127,3050.809,1846.1396,6.8827,7.4053
19069.0,3052.351,1842.4043,2.385,9.8453,3047.4666,1836.9106,2.838,11.4187,3047.1283,1836.3146,0.7314,10.8753,3041.0537,1836.8604,1.4724,10.6731,3040.879,1839.2468,0.4201,10.2329,3045.0201,1837.0604,2.0295,10.9648,3044.4392,1837.7289,0.378,10.3488,3048.4434,1836.0176,2.4031,10.7763,3042.9867,1836.9784,0.4588,11.5641,3052.0606,1847.7095,5.5852,8.2371
19069.2,3052.6943,1844.4214,1.0029,10.2615,3047.9493,1839.2224,1.9629,11.6422,3047.2128,1838.5017,0.1179,10.9549,3041.2953,1839.0114,0.9426,10.8098,3040.9159,1841.2987,-0.0171,10.2861,3045.3695,1839.2681,1.4433,11.1004,3044.458,1839.8224,-0.1923,10.562,3048.8542,1838.1995,1.7061,11.0062,3043.0206,1839.2846,-0.0767,11.4983,3053.0431,1849.4345,4.1989,8.9375
19069.4,3052.7521,1846.5089,-0.4053,10.5249,3048.2518,1841.5674,1.0406,11.7748,3047.1754,1840.6966,-0.4987,10.9679,3041.4307,1841.1844,0.4198,10.9135,3040.8722,1843.3613,-0.3934,10.3346,3045.5975,1841.5006,0.7964,11.2188,3044.3622,1841.9537,-0.7591,10.7342,3049.1258,1840.4201,0.9956,11.1612,3042.956,1841.5777,-0.5359,11.445,3053.7402,1851.2845,2.7468,9.4832
19069.6,3052.5322,1848.6314,-1.7189,10.6173,3048.3656,1843.9323,0.0857,11.865,3047.0134,1842.8889,-1.1256,10.9543,3041.4633,1843.3768,-0.0748,11.0164,3040.7585,1845.4325,-0.7148,10.364,3045.6881,1843.7556,0.0636,11.3292,3044.1543,1844.1161,-1.299,10.8794,3049.2524,1842.664,0.2515,11.2394,3042.8063,1843.8626,-0.9268,11.4225,3054.1418,1853.2277,1.2699,9.8773
19069.8,3052.0646,1850.7558,-2.8576,10.574,3048.2861,1846.3134,-0.8663,11.9478,3046.7252,1845.0783,-1.74,10.9596,3041.4008,1845.5909,-0.5168,11.1234,3040.5863,1847.5069,-0.9792,10.3693,3045.6229,1846.0323,-0.741,11.4303,3043.8426,1846.3055,-1.7812,11.0076,3049.2264,1844.9159,-0.5283,11.2521,3042.5853,1846.1467,-1.2511,11.4347,3054.2481,1855.2354,-0.1819,10.1329
19070.0,3051.3891,1852.861,-3.8093,10.4575,3048.0190000000002,1848.7115,-1.7569,12.0355,3046.3173,1847.2728,-2.3019,11.0121,3041.2565,1847.8261,-0.8854,11.2076,3040.3669,1849.5802,-1.1883,10.3709,3045.3917,1848.3278,-1.5596,11.515,3043.4418,1848.5191,-2.1864,11.1207,3049.0411,1847.1648,-1.3303,11.224,3042.3058,1848.4365,-1.5221,11.4691,3054.069,1857.2809,-1.5664,10.2582
19070.2,3050.5408,1854.9388,-4.6152,10.3208,3047.5833,1851.1276,-2.5241,12.1239,3045.8044,1849.4831,-2.78,11.1068,3041.0467,1850.0739,-1.1767,11.2331,3040.1109,1851.6552,-1.3549,10.3991,3044.9991,1850.6383,-2.3142,11.5819,3042.968,1850.7538,-2.5204,11.215,3048.6943,1849.4055,-2.1285,11.1803,3041.9765,1850.7343,-1.7689,11.5029,3053.6216,1859.3387,-2.852,10.2567
19070.4,3049.543,1856.9893,-5.3313,10.1858,3047.0094,1853.5610000000001,-3.1316,12.1996,3045.2054,1851.7155,-3.1712,11.2109,3040.7859,1852.3194,-1.4187,11.1843,3039.8249,1853.7399,-1.5048,10.4619,3044.466,1852.9605,-2.9403,11.6382,3042.4337,1853.0051,-2.8077,11.2828,3048.1897,1851.6369,-2.8902,11.1326,3041.5983,1853.0377,-2.026,11.516,3052.9282,1861.3836,-4.0215,10.141
19070.6,3048.4083,1859.0132,-5.9923,10.0454,3046.3307,1856.0075,-3.5786,12.2489,3044.5359,1853.9675,-3.5013,11.2892,3040.4792,1854.5477,-1.6681,11.0761,3039.509,1855.84,-1.6805,10.5278,3043.823,1855.2935,-3.4094,11.69,3041.845,1855.2669,-3.0766,11.3191,3047.5382,1853.8585,-3.5858,11.0786,3041.1661,1855.3407,-2.3195,11.4955,3052.013,1863.3951,-5.0762,9.9373
19070.8,3047.1461,1861.0075,-6.5965,9.8849,3045.5779,1858.4606,-3.891,12.2667,3043.8048,1856.2312,-3.8068,11.3259,3040.1186,1856.7498,-1.9812,10.9395,3039.1527,1857.951,-1.9427,10.5454,3043.1022,1857.6365,-3.7345,11.7299,3041.203,1857.5328,-3.3521,11.3293,3046.7554,1856.0684,-4.1984,11.0171,3040.6705,1857.6359,-2.6629,11.4373,3050.8977,1865.3585,-6.027,9.668
19071.0,3045.7697,1862.9671,-7.1134,9.7008,3044.7743,1860.9142,-4.109,12.2594,3043.0132,1858.4979,-4.1175,11.3239,3039.6867,1858.9235,-2.3817,10.7996,3038.7319,1860.0581,-2.3517,10.4808,3042.3292,1859.9855,-3.9608,11.7371,3040.5041,1859.7986,-3.654,11.3272,3045.8588,1858.2653,-4.7274,10.9567,3040.1009,1859.9156,-3.0581,11.3461,3049.6022,1867.2623,-6.8833,9.3375
19071.2,3044.3008,1864.8878,-7.51,9.5026,3043.9343,1863.3643,-4.2829,12.2266,3042.1578,1860.7607,-4.4498,11.2871,3039.166,1861.0696,-2.8538,10.662,3038.212,1862.1433,-2.9309,10.3355,3041.5179,1862.3314,-4.1531,11.6876,3039.7414,1862.0636,-3.9951,11.3174,3044.8644,1860.451,-5.1835,10.9079,3039.4472,1862.1743,-3.5001,11.2319,3048.1444,1869.0935,-7.6511,8.9375
19071.4,3042.7657,1866.7682,-7.78,9.3066,3043.0612,1865.8048,-4.4646,12.1439,3041.2333,1863.0127,-4.8086,11.2147,3038.5452,1863.1883,-3.3625,10.5156,3037.5596,1864.1923,-3.6379,10.1258,3040.6679,1864.6605,-4.3811,11.5608,3038.9061,1864.3256,-4.3813,11.2835,3043.7854,1862.6285,-5.5847,10.8634,3038.7009,1864.4084,-3.9807,11.0987,3046.5417,1870.8373,-8.3338,8.4675
19071.6,3041.1888,1868.6105,-7.9501,9.1307,3042.1485,1868.2219,-4.6861,11.9735,3040.2344,1865.2466,-5.1907,11.1116,3037.821,1865.2759,-3.8779,10.3465,3036.7569,1866.1937,-4.3814,9.8552,3039.7655,1866.9557,-4.698,11.3414,3037.9889,1866.577,-4.8146,11.2002,3042.6305,1864.7964,-5.9528,10.791,3037.8549,1866.6138,-4.491,10.9345,3044.8109,1872.4805,-8.9388,7.9454
19071.8,3039.5856,1870.4204,-8.062,8.9904,3041.1867,1870.5942,-4.9424,11.6965,3039.157,1867.4573,-5.5917,10.9906,3036.994,1867.3269,-4.3888,10.1505,3035.807,1868.1344,-5.0762,9.5177,3038.7887,1869.1971,-5.1162,11.0287,3036.9802,1868.8057,-5.2915,11.0565,3041.4043,1866.9449,-6.3075,10.6531,3036.9045,1868.7822,-5.0178,10.7179,3042.9662,1874.0155,-9.4748,7.3964
19072.0,3037.9639,1872.2066,-8.1435,8.8938,3040.1716,1872.9005,-5.2018,11.3347,3037.9977,1869.6428,-6.0099,10.854,3036.0655,1869.3361,-4.8965,9.9336,3034.7264,1870.0007,-5.6865,9.1247,3037.719,1871.3672,-5.5942,10.6534,3035.8723,1870.9996,-5.7928,10.8633,3040.1075,1869.0576,-6.6579,10.4335,3035.8478,1870.9009,-5.5434,10.4342,3041.021,1875.4391,-9.9427,6.8397
19072.2,3036.3282,1873.9779,-8.1978,8.8373,3039.1059999999998,1875.1281,-5.4379,10.9401,3036.753,1871.7989,-6.4442,10.6814,3035.0354,1871.3003,-5.4013,9.7052,3033.5324,1871.7843,-6.2189,8.7226,3036.5511,1873.4584,-6.0548,10.2751,3034.6631,1873.151,-6.2805,10.6422,3038.7411,1871.1183,-6.9964,10.1484,3034.6871,1872.9559,-6.0492,10.0891,3038.9891,1876.7513,-10.3373,6.2923
19072.4,3034.6848,1875.7415,-8.2191,8.8083,3037.9964,1877.2765,-5.6545,10.5612,3035.42,1873.9154,-6.8839,10.4479,3033.9049,1873.2181,-5.892,9.4699,3032.2388,1873.4898,-6.6897,8.376,3035.2971,1875.4772,-6.4287,9.9506,3033.3601,1875.2565,-6.7115,10.4081,3037.309,1873.117,-7.3032,9.8311,3033.4281,1874.9366,-6.52,9.7082,3036.886,1877.956,-10.6522,5.7816
19072.6,3033.0406,1877.5013,-8.2123,8.794,3036.8442,1879.3526,-5.8853,10.216000000000001,3033.9995,1875.9781,-7.3032,10.1561,3032.6786,1875.0883,-6.3462,9.2247,3030.8566,1875.1347,-7.1083,8.1284,3033.9796,1877.4387,-6.6916,9.7023,3031.9785,1877.3142,-7.0534,10.162,3035.8199,1875.0508,-7.5578,9.512,3032.0791,1876.8392,-6.9455,9.3257,3034.7282,1879.064,-10.8865,5.3461
19072.8,3031.3999,1879.2591,-8.1958,8.7859,3035.6423,1881.3629,-6.1714,9.892999999999999,3032.4988,1877.9778,-7.6717,9.8393,3031.3665,1876.908,-6.7448,8.9638,3029.3955,1876.7411,-7.481,7.9792,3032.6204,1879.3581,-6.8692,9.5146,3030.5387,1879.3213,-7.2937,9.8935,3034.2859,1876.9218,-7.7483,9.2135,3030.6499,1878.6669,-7.3232,8.9705,3032.5314,1880.0944,-11.0442,5.0181
